cement_opc,scm_flyash,silica_sand,locally_avail_sand,w_b,hrwr_b,perc_of_fibre,aspect_ratio,tensile_strength,density,youngs_modulus,elongation,compressive_strength
1.0,2.5764740737950063,0.0502595053782999,0.43753748110595586,0.541462259499271,0.252317407213855,2.5039027607196216,0.2796219928141181,112.0,637.0,50.27825712771884,34.84,50.27782479471055
1.0,1.9128773470278848,0.045919794639414264,0.23021825340985014,0.46448110711838236,0.19684594158181107,4.5440583955022715,0.2607332747982953,112.0,637.0,55.018206255892956,34.84,54.20338732822914
1.0,0.9833251450893536,0.26107348000541175,0.33829977457514354,0.5201502430722741,0.38558440485704787,1.080267130265894,0.3492236494973969,112.0,637.0,45.28714433051636,34.84,45.63879748895504
1.0,0.8518386601870059,0.16544164378355036,0.2610353220995135,0.8301983026980505,0.23485133079931467,1.6284551050781295,0.37119103506957435,112.0,637.0,43.857206754140776,34.84,43.47548008379999
1.0,0.864089339207174,0.18090094851505736,0.34413378189263266,1.3189793814432986,0.16016625597179932,1.3492393094585922,0.22893066631969414,112.0,637.0,45.91799971825409,34.84,46.30203186455882
1.0,0.41743665555866444,0.8502094094571684,0.31946798017118977,0.40454717669202467,0.10449182947280453,1.422816607064318,0.21831130157420067,112.0,637.0,46.157758659533556,34.84,47.20620030473389
1.0,1.7374335492193407,0.3180261506293386,0.20796732412311156,0.2786096140807191,0.3482107364811731,3.6194296584631616,0.20506376727739586,112.0,637.0,66.76394517638225,34.84,67.24331191664136
1.0,0.3222667983957097,0.16490741350776386,0.12021701058570468,0.7862508980840043,0.361677746404756,1.8770673302798708,0.2296785651020407,112.0,637.0,50.129727713616994,34.84,51.17501730912529
1.0,1.2917939426776126,0.05588482409244215,0.12825260471372962,0.22239546346476385,0.3101975730573274,2.8533112164459586,0.3660036020259423,112.0,637.0,65.787668157127,34.84,66.39034348196729
1.0,1.2459790501838208,0.3942208462922297,0.12038330075878932,0.5001362799913374,0.23468094668034373,1.4739075709207456,0.28345013013934073,112.0,637.0,56.58123677590679,34.84,56.9008598567677
1.0,1.1258074113712289,0.4878231359066675,0.23416495226910827,0.5119944481546967,0.222792776654271,1.4895289799838616,0.3700683432609303,112.0,637.0,55.41749404113412,34.84,55.13743039375441
1.0,1.7311342704695483,0.5209689233104976,0.09907081669368487,0.41668588366774784,0.38552469458166216,1.2476677846171655,0.2215790935450187,112.0,637.0,55.602974193799064,34.84,54.24761523713967
1.0,0.9847510647290567,0.1982105429448139,0.22811694232307006,0.4291176584640831,0.24847023231862161,4.021396667197209,0.22314607869439101,112.0,637.0,57.269143971195156,34.84,57.71039685224327
1.0,1.4943225234663609,0.8796406504944756,0.25508490631599934,0.1924342292269949,0.4585702088529767,2.9248985701444004,0.2569930823579984,112.0,637.0,56.78073796059981,34.84,56.71463559856526
1.0,2.57621120606797,0.05135733022538289,0.3357617352176552,0.2848208952501857,0.24871932272700006,1.2283579195976642,0.30141480411458516,112.0,637.0,50.350422556715564,34.84,49.558926101821086
1.0,1.8401852684123023,0.2016359906275878,0.2937027185794374,0.7024306279056896,0.2442482759031469,3.4824739566975595,0.27245391498357957,112.0,637.0,57.477066989606755,34.84,57.627558535319324
1.0,1.0703055162736326,0.5308016648454906,0.3416439739436352,0.158438552220869,0.3145918399478844,1.788874294080843,0.33071407477290604,112.0,637.0,62.704180243774026,34.84,62.55549935363406
1.0,1.3607872512984285,0.435758677754211,0.2837671036366524,0.42115634298914123,0.524119210695019,2.5100144980376204,0.3097198376673258,112.0,637.0,58.57167929891647,34.84,58.24892413552849
1.0,1.126522074734611,0.09447962992076024,0.21435802219742703,0.37604856223740607,0.4706993057900585,2.06937948311919,0.3150063265369201,112.0,637.0,45.49371753191341,34.84,45.717392305525
1.0,1.2361317438438695,1.4,0.23285162651046892,0.16235444944463465,0.2551190435340723,1.0224358479663984,0.3297185038524896,112.0,637.0,51.157268778441434,34.84,52.22685351208416
1.0,1.5191356235258766,0.19576113278565185,0.1753476709450578,1.0247351382097378,0.21680165549915445,1.3655300551468643,0.36263829328494207,112.0,637.0,43.153613426407205,34.84,42.32725161118137
1.0,0.5613928639102661,0.33008910389386936,0.2644026440215063,0.26266177708710314,0.1428349005296671,3.8510153922298924,0.15929235152836013,112.0,637.0,62.65966526562993,34.84,61.73717837857153
1.0,0.4782111411502899,0.3518809040465232,0.13270470974485074,0.5785150654693422,0.36940256430690294,3.162260642135843,0.28060944566833956,112.0,637.0,53.355383569069744,34.84,54.60426936327531
1.0,0.792693304129823,0.44451998507410334,0.36365582153594084,0.34777385544088646,0.1071198129796523,1.2453154052072033,0.34197785797054014,112.0,637.0,53.05162889692059,34.84,51.9463961951893
1.0,1.7746913883164517,0.4562203729489154,0.1684856147338862,0.28817598210106876,0.6130571610600406,2.233895950554787,0.5045230725326816,112.0,637.0,56.62296010237538,34.84,56.0656929088539
1.0,1.9037720688770323,0.14773861091696225,0.2570404881543912,0.3907277200525409,0.3983833945827851,1.8274137537639814,0.274969450284687,112.0,637.0,49.33638329331678,34.84,49.727965017466744
1.0,2.053145884072667,0.28244773982226995,0.2739640820529591,0.36790479385932945,0.17998403998674056,3.4819543540915703,0.16927084424075267,112.0,637.0,58.60750032739037,34.84,58.658893195438395
1.0,0.8117553824870035,0.2152420370746041,0.37727914964477993,0.40046824526649183,0.483617736200612,1.8359185717823419,0.39131535755049157,112.0,637.0,46.355834430405004,34.84,44.62453065415443
1.0,1.4289811713298093,0.7581109622465805,0.12789918148806967,0.2966417969002519,0.3437584886109622,1.4047450388219775,0.21234258370269848,112.0,637.0,57.416844341750654,34.84,57.49539599822768
1.0,1.089257998111179,0.33585241918261416,0.21420171985003886,0.26480903501705455,0.33019856858187435,2.872524238568683,0.3130508433538524,112.0,637.0,68.03474418176965,34.84,66.393356495095
1.0,1.2648067691382263,0.040400646356785745,0.29882647207777935,0.7264934331564924,0.22869422235449224,3.5608555281731094,0.31869727729408126,112.0,637.0,55.46146513879126,34.84,54.964585151148405
1.0,1.0782924012827753,0.07171834832858762,0.47192544738264935,0.4411870975959512,0.34452839871472046,2.439830652628804,0.28974505568427356,112.0,637.0,51.81455216122054,34.84,52.948888564447934
1.0,1.565592757872096,0.058753847199760886,0.23887624529866242,0.42659901560296876,0.12869691248575216,2.655904946074796,0.17179602811923186,112.0,637.0,56.96901730220244,34.84,56.54197898002021
1.0,0.9144880473779515,0.26736060352043906,0.1933767774532129,0.2815365281426725,0.26969057961177023,1.1467471220717422,0.2587397905602494,112.0,637.0,51.82731817549772,34.84,51.6364335416152
1.0,2.428695668794801,0.07614367405483019,0.5241251143977939,0.9660355748779836,0.1860305258935273,1.1025306735697864,0.19573828836869858,112.0,637.0,43.760616892185645,34.84,43.99983878287204
1.0,2.4398963525843973,0.2183270021358806,0.3289772739665856,0.42085440559689735,0.22629087552660015,1.0654038325266764,0.3125525604033716,112.0,637.0,44.79894869221296,34.84,45.44428901507918
1.0,1.7456819863760222,0.14712142301190248,0.40879359652057556,0.17039966299997347,0.18519163595136062,3.3343303111374962,0.2293121962937543,112.0,637.0,66.93897930060317,34.84,66.87762836549383
1.0,2.2826258522774086,0.02787039386950991,0.15303026858812785,0.5046741914827446,0.18999509106274726,1.6835163415376713,0.17217191740538637,112.0,637.0,49.79075375573332,34.84,49.26819484807187
1.0,0.547256553716582,0.06922421108210372,0.2955798908042255,0.3000365540646704,0.4977368967093579,2.996925228547096,0.33176402249837383,112.0,637.0,58.50882027208191,34.84,58.211507951480876
1.0,2.50190329706229,1.1342670895300326,0.1605563442613155,0.693269084601531,0.12766559908592517,1.5214304235306368,0.20990858675509036,112.0,637.0,42.87799411308086,34.84,42.2283664240538
1.0,1.6579775376945498,0.18674090311274857,0.14757089194383752,0.738940234484746,0.3205954147462568,2.0097217130335365,0.2903146826781258,112.0,637.0,45.32012873180446,34.84,47.11955318037794
1.0,0.9468436856367005,0.17224425798813933,0.3024897221246121,0.6974760094483469,0.14848799459361878,1.3799197932815073,0.23730940326494776,112.0,637.0,47.00734850360194,34.84,46.995903792068844
1.0,0.8919340573412594,0.161955128523649,0.31064821208139837,0.3490788329956919,0.5060323415717928,1.7319327883464795,0.34397662942199364,112.0,637.0,43.75821335966847,34.84,43.39351106786994
1.0,2.941544925632856,0.35877770582134644,0.2018186372033514,0.4155288543734353,0.32367794845049924,0.8980503986203722,0.3406741543720525,112.0,637.0,41.939203716269645,34.84,42.65261673558862
1.0,2.070325630005186,0.2766713828605894,0.4179767361546016,0.49785259686969346,0.12947706160398315,1.7401193355961904,0.29733462411179623,112.0,637.0,48.06046203901569,34.84,47.412173989136555
1.0,1.2462465963115386,1.3559495607792236,0.21068177815246988,0.686998350111163,0.30895090495769983,1.6686121143488215,0.27450535355426414,112.0,637.0,43.284798787335596,34.84,43.19333217946558
1.0,0.5431243147482401,0.8014624387923847,0.21876994530642202,0.2616805900156735,0.18454927716762057,0.9043341072436368,0.25413550962906806,112.0,637.0,45.28716762945556,34.84,43.35067656914044
1.0,2.567970490785839,1.3202818179497307,0.2391297910348285,0.4606848614597145,0.2927407677484689,2.4763319109967297,0.212960413641484,112.0,637.0,51.47536724167602,34.84,51.59720918812829
1.0,0.6861455723547925,0.5714830592107071,0.2210315313932934,1.1187448894247656,0.13450965968413756,2.658658627474383,0.24561770054340212,112.0,637.0,56.53108547914048,34.84,58.54057048652291
1.0,1.100446435764997,0.5065865956468396,0.39407971334764724,0.3364011781737393,0.48363426126932946,1.4774078501447327,0.3143402812627506,112.0,637.0,57.88672510633753,34.84,58.06245687573726
1.0,1.2452896427604974,0.06498512460260071,0.16311849056201638,0.43396585121884423,0.09626876402085266,1.1412773883005265,0.44227592345146716,112.0,637.0,43.880399722136794,34.84,44.293084204318966
1.0,0.8839518358073998,0.03920325181601228,0.18195901486921032,1.3189793814432986,0.17452387026374921,4.605443564357033,0.3211407676355802,112.0,637.0,51.95317666457523,34.84,52.61853005928413
1.0,1.2144963425802167,0.030834200038809493,0.15408942923559493,0.38970222641532937,0.15214887251911402,2.2856324194291457,0.3320242603176208,112.0,637.0,46.37907129995586,34.84,45.86514781514591
1.0,1.349666554561972,0.23103435721069746,0.49628849052341806,0.20369101305103868,0.31591573827793296,0.6530258928683637,0.2744811237587865,112.0,637.0,59.82882328045279,34.84,60.176697755423056
1.0,1.2005466542514476,0.6663225395833602,0.21427831231913577,0.42722504748021356,0.2043004055694305,1.650957735855182,0.31784070982231394,112.0,637.0,60.35081023187002,34.84,59.84856715190905
1.0,1.6071607396694143,0.12513594953957854,0.18098067754124095,1.0148194660496455,0.23832823329898148,1.4847598103230204,0.17123005860935483,112.0,637.0,50.35495305717607,34.84,49.35673893883855
1.0,2.997905295466446,0.08936810113624519,0.21733285387606213,0.7457262171751299,0.18963151445004,1.4335544808449732,0.23813637173263036,112.0,637.0,41.908230117524205,34.84,41.845314350973126
1.0,0.5606978106943946,0.617249582259147,0.33484722002223527,0.2693888089224963,0.13184495416575945,3.4005687981019963,0.3311542936221239,112.0,637.0,61.755131836933444,34.84,62.565882951658246
1.0,1.4758687108589166,0.09070135949595559,0.3120596817991062,0.5411511278018613,0.2331256663144345,2.282150255750277,0.3325306340196735,112.0,637.0,47.756151751763774,34.84,46.76426272054317
1.0,0.6907890504485039,1.0797339134115809,0.19479175269170562,0.4026544727887436,0.13623764161040056,2.7368906851871855,0.24817667685180705,112.0,637.0,52.18691924247451,34.84,52.302037520274844
1.0,0.5255877054958741,0.07363631512410379,0.20824643158859438,0.6598536685060327,0.10456720373257643,1.895288556646125,0.2079267757772033,112.0,637.0,49.89090692753698,34.84,48.57777549961168
1.0,2.19303718484435,0.663670431631761,0.13936414189486188,0.32321008026706294,0.3573831928999409,3.035700869879128,0.27682876932450784,112.0,637.0,69.92843734576954,34.84,69.90046841070316
1.0,1.544124970245621,0.3675640665246491,0.2555662276293979,0.5629889964937471,0.14065577904341917,1.6946974658349,0.2545072683704146,112.0,637.0,53.53944532494771,34.84,53.966923371205745
1.0,0.5037949374080326,0.002319727334023406,0.3948382232640517,1.142675411087428,0.5415334388334055,2.2604461086273027,0.34981056485009376,112.0,637.0,45.17270483656205,34.84,44.85972603116511
1.0,1.213879842457082,0.10247529533830317,0.19430347879050358,0.11908268023055411,0.5309570211594868,2.5510026885999255,0.33112647205954526,112.0,637.0,65.90429447205835,34.84,65.15515945745527
1.0,0.7939810090127654,0.6989139526818894,0.30875931243531657,0.5913733412746519,0.40695171611706776,1.505125332706757,0.40267070926596055,112.0,637.0,54.50183291973738,34.84,55.511263199808624
1.0,1.237681980548967,0.029516745803430153,0.1942786596113106,0.850253694445289,0.14810997637712997,0.7471783456479385,0.36382654054676217,112.0,637.0,43.78909131941313,34.84,44.68258029220694
1.0,1.9393957071475123,0.17438294450577907,0.15980547199275866,0.2019121578668806,0.75495017217089,0.905066914140013,0.26412405964314933,112.0,637.0,56.02677049490888,34.84,55.132053337819166
1.0,1.8369031193719754,0.032157107111114296,0.3140260972834629,0.30664870333549327,0.08061033653774365,5.0,0.30504667435352195,112.0,637.0,64.26267524425292,34.84,63.92469014093446
1.0,1.0826784613654004,0.2323390478118136,0.5921154839953136,0.3610980082109881,0.16806460599188683,2.7575387375878644,0.450516499811563,112.0,637.0,54.61801496260335,34.84,55.042552424007766
1.0,2.2464750237488866,0.40906941131008245,0.29809714677925003,0.3050714948345685,0.3964136490623068,2.819909130894366,0.2565221479578421,112.0,637.0,62.99604165901464,34.84,62.89229668408648
1.0,2.6806995889007785,0.3115345736527262,0.2071191414479892,0.29385733670211156,0.3811512348980956,3.976613790533504,0.2930323901504615,112.0,637.0,57.60679986522018,34.84,57.2159372984033
1.0,1.95618365832381,0.34012565049661136,0.21226269948118448,0.36453762602035444,0.18186746840017706,1.185686648949531,0.2811274719999714,112.0,637.0,46.61131403472879,34.84,45.92599878724852
1.0,0.9814024060055921,0.3097742920111234,0.501157777133687,0.6730695405226638,0.17644743715481329,1.4343324169770308,0.2824952061968433,112.0,637.0,45.95030494083324,34.84,46.777028527605125
1.0,1.2603068723568809,0.2077702401953729,0.2724573844708133,0.9250311325216666,0.23466372180371217,1.19707583479916,0.22989788486451468,112.0,637.0,47.29090976766387,34.84,46.49693274464991
1.0,2.949043179038413,0.5970428384771646,0.18115978905972657,0.843304645706776,0.2502247573588712,5.0,0.3808751418248401,112.0,637.0,48.235088197504325,34.84,47.731958008421465
1.0,1.1288838406177173,0.0278517664320039,0.23675973618365567,0.722633119910662,0.20667083977360284,1.2594935844720874,0.2276183922735487,112.0,637.0,47.226715028124865,34.84,46.901205110587064
1.0,1.8399462683180567,1.0293329966694602,0.263103831070226,1.0988932088994146,0.5987513909962084,3.6728152508576914,0.4325088942095739,112.0,637.0,51.54691669408045,34.84,52.24336629760215
1.0,0.8768094618379333,0.32474998519068643,0.2898002349341922,1.2139867464523575,0.18568154700562067,1.4796100787835345,0.4111122300917949,112.0,637.0,43.8234070659258,34.84,46.25298621497824
1.0,2.2546668668130763,0.03568346697906779,0.43089152385809487,0.47772286808788444,0.5440723824520775,2.1073771976314766,0.2982269460715283,112.0,637.0,49.57041766214597,34.84,47.40621593834527
1.0,0.817889486215884,0.9127360407674272,0.3938753603915293,0.8991805601038193,0.3201578828870488,3.7009663600476963,0.28177965567737256,112.0,637.0,55.51709581721357,34.84,56.334339309611416
1.0,1.2908086633203664,0.21605590681348036,0.26141776800962496,0.5434625675448355,0.43504234855501944,2.3182644665557213,0.2351211738579617,112.0,637.0,54.08614692781169,34.84,54.49233982256911
1.0,1.8058231977723258,0.14271333863538624,0.23863399374986347,0.39460359745754536,0.12376601238608427,1.9009317660431375,0.28606869705428756,112.0,637.0,46.45116447596506,34.84,47.136382037390604
1.0,3.2606080810093996,0.03732962925633161,0.2818395001688695,0.42885414628955604,0.4369611360910879,5.0,0.36128128881750393,112.0,637.0,44.728879572370765,34.84,44.73724659383257
1.0,1.5289185504067224,0.122869079665884,0.19235794544294263,0.729427489056649,0.4292975139421882,0.8465265365125634,0.24021960253464322,112.0,637.0,47.393336493163375,34.84,47.38974251630922
1.0,1.1685002335349552,0.6252189783931786,0.351948795985369,0.9148835729631201,0.18732269443864194,1.2920846325481412,0.39518433109200085,112.0,637.0,52.52134617144869,34.84,53.548684275325726
1.0,1.11943870389194,0.08271461485343536,0.2243750849817014,0.5877069354434828,0.3993417670167374,1.7467779711179006,0.3567103231334041,112.0,637.0,45.81742888738367,34.84,46.03257641317513
